@relation 'refined_final_refactor-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,21'

@attribute anon numeric
@attribute file numeric
@attribute kernel numeric
@attribute kernel_stack numeric
@attribute pagetables numeric
@attribute percpu numeric
@attribute sock numeric
@attribute vmalloc numeric
@attribute shmem numeric
@attribute file_mapped numeric
@attribute file_dirty numeric
@attribute file_writeback numeric
@attribute swapcached numeric
@attribute inactive_anon numeric
@attribute active_anon numeric
@attribute inactive_file numeric
@attribute active_file numeric
@attribute slab numeric
@attribute memory.swap.current numeric
@attribute memory.current numeric
@attribute usage_usec_delta numeric
@attribute user_usec_delta numeric
@attribute system_usec_delta numeric
@attribute nr_throttled/sec numeric
@attribute throttled_usec/sec numeric
@attribute rbytes/sec numeric
@attribute wbytes/sec numeric
@attribute rios/sec numeric
@attribute wios/sec numeric
@attribute workingset_refault_anon/sec numeric
@attribute workingset_refault_file/sec numeric
@attribute workingset_activate_anon/sec numeric
@attribute workingset_activate_file/sec numeric
@attribute workingset_restore_anon/sec numeric
@attribute workingset_restore_file/sec numeric
@attribute pgscan/sec numeric
@attribute pgsteal/sec numeric
@attribute pgscan_kswapd/sec numeric
@attribute pgscan_direct/sec numeric
@attribute pgsteal_kswapd/sec numeric
@attribute pgsteal_direct/sec numeric
@attribute pgfault/sec numeric
@attribute pgmajfault/sec numeric
@attribute pgrefill/sec numeric
@attribute pgactivate/sec numeric
@attribute rx_bytes/sec numeric
@attribute tx_packets/sec numeric
@attribute rx_packets/sec numeric
@attribute tx_bytes/sec numeric
@attribute slab_reclaimable_ratio numeric
@attribute slab_unreclaimable_ratio numeric
@attribute status {0,1,2,3}

@data
3334144,2101194752,40669184,4440064,3035136,5080,1556480,8192,122880,3825664,0,0,53248,0,3510272,629366784,1471655936,32887176,13647872,2147225600,2744771,82551,2662219,0,0,1248569437.67,177582.76,9671.48,43.36,40.44,304797.74,3.28,16190.42,3.28,16190.42,305145.68,304858.58,0,305145.68,0,304858.58,34017.05,158.85,22511.9,153.38,1581855415.26,27227.77,28119.65,1819262.52,0.89,0.11,0
3330048,2090889216,47980544,4440064,2928640,5080,3149824,8192,122880,8036352,0,0,1175552,1396736,2129920,33374208,2057228288,40287936,13643776,2145579008,3014395,73746,2940649,0,0,1159297379.41,228280.63,9001.47,55.73,51.09,282980.83,16.59,16396.32,16.59,16396.32,283514.27,283272.1,0,283514.27,0,283272.1,31430.19,158.9,27652.31,131.37,1465179277.43,25078,25972.04,1676034.83,0.91,0.09,0
3325952,2095022080,47939584,4440064,2916352,5080,0,8192,126976,823296,0,0,98304,0,3551232,581804032,1513046016,40288400,14086144,2146402304,2648659,75543,2573116,0,0,1237437347.73,391250.06,9641.48,95.52,69.09,302039.64,0,16227.83,0,16227.83,302591.99,302126.09,0,302591.99,0,302126.09,34099.9,182.36,33388.59,262.02,1586604215.94,27300.23,28105.92,1824088.34,0.91,0.09,0
3325952,2102173696,39505920,4440064,2904064,5080,1880064,8192,126976,9474048,0,0,28672,831488,2650112,705536000,1396342784,31872072,14938112,2147446784,2847644,61244,2786399,0,0,1172317326.18,267539.06,9099.8,65.32,52.32,286153.75,20.72,20579.82,20.72,20579.82,286660.83,286252.78,0,286660.83,0,286252.78,31010.55,166.45,34327.32,185.42,1453557446.79,24930.78,25802.73,1665894.33,0.88,0.12,0
3325952,2103246848,39473152,4440064,2875392,5080,1126400,8192,126976,3436544,0,0,53248,0,3506176,150405120,1952624640,31853016,15523840,2147311616,2756163,50016,2706148,0,0,1174934097.87,301683.17,9152.58,73.65,54.06,286782.75,18.87,13366.41,18.87,13366.41,287128.16,286813.59,0,287128.16,0,286813.59,31227.11,189.03,21058.26,175.61,1465900663.35,25239.07,26018.78,1686369.42,0.88,0.12,0
3325952,2099666944,39522304,4440064,2912256,5080,4505600,8192,126976,12357632,0,0,77824,618496,2912256,583004160,1516298240,31869416,15093760,2146979840,2909747,69650,2840097,0,0,1173749618.78,223821.52,9106.29,54.64,45.02,286515.98,12.03,22319.12,12.03,22319.12,287055.88,286676.81,0,287055.88,0,286676.81,31084.15,158.78,17580.91,201.05,1475041906.39,25278.14,26202.28,1689117.64,0.88,0.12,0
3325952,2103394304,39620608,4440064,2928640,5080,651264,8192,122880,4612096,0,0,73728,937984,2580480,148983808,1954205696,31951912,13266944,2147409920,2749176,105250,2643926,0,0,1159607806.85,281591.28,8999.42,68.75,40.38,283055.72,9.46,15132.53,9.46,15132.53,283281.24,282989.16,0,283281.24,0,282989.16,31648.76,157.87,27354.74,198.6,1492685584.34,25409.43,26515.58,1697906.21,0.89,0.11,0
3321856,2102439936,39469056,4440064,2867200,5080,0,8192,126976,823296,0,0,86016,1413120,2121728,286928896,1815269376,31865240,14917632,2145325056,3340113,93058,3247054,0,0,1036543575.62,136119.95,8031.46,33.23,33.53,253028.57,8.68,14703.69,8.68,14703.69,253240.53,253067.49,0,253240.53,0,253067.49,27977.2,132.03,23291.73,113.77,1329096919.18,22425.29,23577.65,1498638.22,0.88,0.12,0
3321856,2103611392,39600128,4440064,2928640,5080,774144,8192,122880,4087808,0,0,73728,1720320,1794048,824725504,1278697472,31938296,13271040,2147463168,2726776,62502,2664274,0,0,1173802439.22,171243.99,9093.16,41.81,34.11,286535.82,6.6,13647.25,6.6,13647.25,286835.44,286570.66,0,286835.44,0,286570.66,31833.56,145.23,23806.14,158.06,1506988774.29,25919.25,26759.81,1731831.66,0.89,0.11,0
3321856,2102218752,39641088,4440064,2936832,5080,1146880,8192,122880,5050368,0,0,57344,1523712,1974272,914337792,1187663872,31954056,13279232,2146578432,2943862,60345,2883516,0,0,1133815930.23,246272.41,8785.06,60.13,35.67,276763.99,6.79,12575.32,6.79,12575.32,276993.28,276655.97,0,276993.28,0,276655.97,30315.96,144.37,18801.49,200.76,1449158496.56,24781.39,25644.88,1655950.58,0.89,0.11,0
3321856,2099961856,40677376,4440064,3026944,5080,2039808,8192,122880,4902912,0,0,45056,1413120,2076672,640577536,1459036160,32891096,13611008,2147336192,2873233,82655,2790578,0,0,1271803942.11,176770.91,9845.7,43.16,35.5,310452.72,8,21914.34,8,21914.34,310887.77,310612.47,0,310887.77,0,310612.47,34275.33,157.66,27233.09,152.09,1588829088.35,27401.88,28143.21,1830953.15,0.89,0.11,0
3317760,2094620672,47943680,4440064,2912256,5080,958464,8192,122880,3395584,0,0,1249280,2441216,1085440,731111424,1363337216,40288160,14143488,2147397632,2875789,111065,2764723,0,0,1217847523.58,176613.79,9448.54,43.12,41.03,297285.02,8.35,13200.2,8.35,13200.2,297570.51,297306.58,0,297570.51,0,297306.58,33681.54,160.3,26103.45,125.88,1579328852.71,27187.32,28027.09,1816528.96,0.91,0.09,0
3317760,2103246848,39432192,4440064,2867200,5080,0,8192,126976,823296,0,0,69632,684032,2830336,217083904,1885933568,31829896,14127104,2146279424,2651986,75639,2576347,0,0,1226276591.2,237853.44,9528.71,58.07,49.02,299322.09,16.59,25819.89,16.59,25819.52,299719.15,299408.82,0,299719.15,0,299408.82,32011.86,164.41,24680.37,166.67,1505466193.26,25817.26,26742.6,1725017.4,0.88,0.12,0
3313664,2100310016,40656896,4440064,3026944,5080,2207744,8192,122880,9879552,0,0,61440,1622016,1875968,879472640,1220558848,32891192,13537280,2147454976,2630481,58268,2572212,0,0,1271155016.9,450010.47,9870.44,109.87,65.01,310263.41,14.07,16703.79,14.07,16703.79,310884.59,310483.14,0,310884.59,0,310483.14,34376.22,180.2,22714.86,200.72,1592604295.56,27368.76,28276.2,1828554.55,0.89,0.11,0
3305472,2102702080,39481344,4440064,2883584,5080,827392,8192,126976,5341184,0,0,110592,749568,2793472,220520448,1881845760,31864464,15265792,2146922496,3072854,76037,2996818,0,0,1041610437.72,126631.46,8083.04,30.92,48.49,254261.35,9.11,14281.19,9.11,14281.19,254535.36,254375.25,0,254535.36,0,254375.25,28625.18,146.77,26338.06,94.7,1359190374.81,23031.36,24154.74,1539225.1,0.88,0.12,0
3305472,2103013376,39464960,4440064,2867200,5080,0,8192,126976,823296,0,0,57344,0,3489792,617820160,1484980224,31859952,14946304,2145845248,2765988,86132,2679857,0,0,1149988827.14,260628.75,8954.85,63.63,79.18,280676.56,23.14,20482.74,23.14,20482.74,281234.05,280784.3,0,281234.05,0,280784.3,31878.3,189.44,28239.82,227.04,1508192285,25836.34,26837.07,1726370.47,0.88,0.12,0
3301376,2100101120,39673856,4440064,2965504,5080,3858432,8192,122880,12484608,0,0,106496,1400832,2125824,562311168,1537523712,31964840,14131200,2147426304,2798047,83258,2714790,0,0,1189932423.58,259106.44,9230.37,63.26,52.54,290446.87,16.08,14608.05,16.08,14608.05,290951.87,290732.79,0,290951.87,0,290732.79,31440.5,164.04,24079.65,132.24,1472330764.99,25318.37,26176.11,1691769.65,0.89,0.11,0
3297280,2103554048,39448576,4440064,2867200,5080,0,8192,126976,823296,0,0,303104,729088,2998272,277995520,1825341440,31845880,14147584,2146607104,2960482,49340,2911143,0,0,1175360606.82,207533.77,9106.96,50.67,22.29,286916.45,4.73,12845.21,4.73,12845.21,287208.64,286947.87,0,287208.64,0,286947.87,31233.43,145.58,25981.58,130.05,1478342116.59,25422.55,26197.42,1698642.99,0.88,0.12,0
3297280,2103504896,39469056,4440064,2875392,5080,638976,8192,126976,4100096,0,0,53248,151552,3325952,680386560,1422905344,31848848,14147584,2147110912,2802454,52230,2750225,0,0,1243785248.21,230929.04,9639.05,56.38,39.61,303616.4,12.13,17050.77,12.13,17050.77,303984.65,303468.32,0,303984.65,0,303468.32,31892.05,159.15,21167.52,175.2,1476387262.73,25462.33,26175.27,1701207.23,0.88,0.12,0
3284992,2091757568,48001024,4440064,2945024,5080,3284992,8192,122880,15122432,0,0,69632,0,3477504,80097280,2011471872,40319272,13004800,2146893824,2868218,92993,2775226,0,0,1269984805.9,252767.4,9853.16,61.71,52.99,310013.4,13.25,19225.18,13.25,19225.18,310688.73,310332.06,0,310688.73,0,310332.06,33801.48,168.05,30533.59,144.34,1577697619.22,27245.84,28043.89,1820562.45,0.91,0.09,0
3284992,2102046720,40648704,4440064,3018752,5080,905216,8192,122880,2777088,0,0,40960,0,3448832,841416704,1260498944,32891768,13791232,2147282944,2825312,65859,2759453,0,0,1256482132.95,245007.98,9750.78,59.82,53.8,306715.86,7.08,18044.38,7.08,18044.38,307228.02,306819.21,0,307228.02,0,306819.21,34724.66,175.91,34705.19,211.66,1620211274.37,27878.69,28843.19,1862761,0.89,0.11,0
3272704,2096238592,40726528,4440064,3076096,5080,6156288,8192,122880,22437888,0,0,61440,0,3457024,25337856,2070491136,32913232,13447168,2147287040,2913850,82593,2831258,0,0,1306597080.84,378133.4,10160.44,92.32,84.77,318930.62,33.29,20471.88,33.29,20471.88,319860.32,319505.47,0,319860.32,0,319505.47,34365.19,201.11,27631.14,171.25,1573059069.62,27257.75,27919.76,1821332.94,0.89,0.11,0
3268608,2089963520,48037888,4440064,2990080,5080,4427776,8192,126976,18649088,0,0,118784,0,3510272,1086361600,1003270144,40312584,14352384,2146144256,2889006,70665,2818341,0,0,1267310259.65,331762.55,9844.56,81,69.92,309354.15,0.35,23758.34,0.35,23758.34,310330.27,309862.63,0,310330.27,0,309862.63,33473.8,178.95,33203.81,215.99,1538103589.26,26535.08,27247.43,1773129.58,0.91,0.09,0
3268608,2101317632,39505920,4440064,2887680,5080,1290240,8192,126976,9416704,0,0,163840,1024000,2535424,325713920,1775386624,31860504,14700544,2146504704,2917892,79615,2838277,0,0,1099905142.48,265309.34,8542.13,64.77,53.46,268467.44,11.65,18143.23,11.65,18143.23,268691.58,268396.16,0,268691.58,0,268396.16,29659.43,152.16,23916.92,170.67,1400751450.02,23815.14,24881.66,1591494.13,0.88,0.12,0
3264512,2103349248,39591936,4440064,2920448,5080,0,8192,122880,811008,0,0,81920,614400,2850816,109707264,1993478144,31939896,14458880,2146295808,2953541,47929,2905613,0,0,1170441235.11,55472.4,9105.68,13.54,33.86,285707.56,16.93,19865.31,16.93,19865.31,285844.35,285633.41,0,285844.35,0,285633.41,31458.51,166.92,29988.07,105.64,1480464263.74,25278.13,26270.16,1689059.67,0.89,0.11,0
3256320,2087153664,48037888,4440064,2969600,5080,8421376,8192,122880,19329024,0,0,1224704,0,3452928,560586752,1526255616,40313744,14168064,2147364864,3012177,87263,2924915,0,0,1166737959.95,271962.77,9070.85,66.4,67.73,284780.41,9.63,17713.77,9.63,17713.77,285588.13,285156.88,0,285588.13,0,285156.88,30937.09,171.3,24757.18,248.33,1433987844.01,24645.63,25454.68,1646655.89,0.91,0.09,0
3252224,2102145024,40644608,4440064,3018752,5080,319488,8192,122880,4227072,0,0,20480,880640,2514944,887234560,1214746624,32880920,13815808,2146983936,2767070,102468,2664602,0,0,1251525045.63,334540.15,9704.85,81.67,35.78,305509.08,10.48,20885.99,10.48,20885.99,305882.4,305457.04,0,305882.4,0,305457.04,34050.1,165.52,27950.5,252.25,1578916523.25,27210.01,28026.76,1818012.19,0.89,0.11,0
3248128,2101379072,40660992,4440064,3022848,5080,1892352,8192,122880,5885952,0,0,65536,1384448,2052096,755470336,1345568768,32899440,13508608,2146574336,2848750,78582,2770167,0,0,1289215910.14,306256.43,9993.86,74.77,49.14,314689.6,8.42,15787.63,8.42,15787.63,314996.05,314702.24,0,314996.05,0,314702.24,34710.31,166.04,32560.6,174.46,1607319381.48,27808.34,28599.56,1857877.67,0.89,0.11,0
3239936,2100838400,39538688,4440064,2912256,5080,2584576,8192,126976,7376896,0,0,69632,0,3436544,411590656,1689022464,31871056,14917632,2147229696,2741375,78019,2663355,0,0,1195602434.54,327216.82,9300.81,79.89,60.55,291857.92,12.4,15723.5,12.4,15723.5,292498.84,292133.33,0,292498.84,0,292133.33,31942.36,181.3,32617.21,205.01,1498765648.63,25579.13,26632.99,1709481.92,0.88,0.12,0
3239936,2102288384,39641088,4440064,2936832,5080,835584,8192,122880,5799936,0,0,20480,0,3379200,289091584,1812971520,31947240,14262272,2146217984,2763833,79476,2684356,0,0,1143871184.69,291953.96,8882.59,71.28,48.48,279204.28,10.13,23185.19,10.13,23185.19,279634.12,279280.62,0,279634.12,0,279280.62,31896.64,163.9,20279.08,215.64,1508300725.84,25865.17,26759.94,1728100.79,0.89,0.11,0
3231744,2102632448,39485440,4440064,2891776,5080,1712128,8192,126976,11571200,0,0,53248,0,3411968,531365888,1571020800,31859552,15339520,2147381248,3316041,97671,3218371,0,0,1031821027.54,264334.49,8052.07,64.53,53.38,251855.75,1.21,14828.53,1.21,14828.53,252369.01,252019.5,0,252369.01,0,252019.5,27519.56,172.8,37736.57,206.57,1298254569.23,22097.43,23049.17,1476742.9,0.88,0.12,0
3231744,2103234560,39489536,4440064,2883584,5080,315392,8192,126976,2658304,0,0,237568,823296,2772992,273960960,1829064704,31852816,14880768,2146865152,2930019,49663,2880356,0,0,1177097491.86,212487.36,9128.61,51.88,37.88,287327.15,4.44,17739.13,4.44,17739.13,287635.34,287307.69,0,287635.34,0,287307.69,30964.99,154.27,17875.99,187.03,1462436889.32,25164,25900.17,1681350.19,0.88,0.12,0
3231744,2101194752,39636992,4440064,2936832,5080,1089536,8192,122880,6455296,0,0,147456,147456,3350528,184299520,1916559360,31956656,13369344,2146070528,2818103,83364,2734738,0,0,1160586360.4,353190.78,9010.32,86.23,48.97,283296.96,7.45,21230.95,7.45,21230.95,283936.39,283479.35,0,283936.39,0,283479.35,31116.32,163.59,28770.42,250.52,1459642174.9,25082.48,25909.63,1675917.45,0.89,0.11,0
3227648,2103074816,39624704,4440064,2928640,5080,413696,8192,122880,2129920,0,0,65536,1544192,1867776,812679168,1290244096,31941744,13373440,2146926592,2498242,58225,2440017,0,0,1164856451.86,278724,9057.57,68.05,59.24,284341.15,12.81,16148.56,12.81,16148.56,284656.17,284377.97,0,284656.17,0,284377.97,32483.64,180.53,24837.87,140.1,1539698703.33,26493.03,27401.67,1770249.24,0.89,0.11,0
3223552,2103836672,39596032,4440064,2920448,5080,0,8192,122880,811008,0,0,49152,0,3391488,139120640,1964593152,31939352,14397440,2146701312,2855213,103152,2752061,0,0,1175389705.78,255353.28,9398.95,62.34,53.59,286906.79,17.86,19264.41,17.86,19264.41,286998.9,286652.52,0,286998.9,0,286652.52,31544.41,211.89,28923.59,165.66,1479266058.26,25327.36,26255.83,1692195.29,0.89,0.11,0
3219456,2102730752,39636992,4440064,2932736,5080,737280,8192,122880,2617344,0,0,98304,1499136,1937408,893177856,1209298944,31953496,13381632,2147422208,2748924,77776,2671149,0,0,1220915913.28,189234.77,9506.63,46.2,45.11,298030.43,10.19,20645.9,10.19,20645.9,298254.52,297944.58,0,298254.52,0,297944.58,30883.36,167.34,27113.15,188.44,1430440108.2,24514.32,25359.01,1637999.45,0.89,0.11,0
3215360,2094919680,47931392,4440064,2904064,5080,0,8192,122880,811008,0,0,643072,917504,2514944,718233600,1376505856,40291000,13918208,2146160640,2849895,72779,2777116,0,0,1301166051.38,362185.98,10075.46,88.42,37.19,317619.42,14.04,19910.56,14.04,19910.56,318016.63,317614.51,0,318016.63,0,317614.51,34310.04,159.3,27314.34,232.64,1592558399.52,27381.01,28236.13,1829457.93,0.91,0.09,0
3207168,2101161984,40636416,4440064,3022848,5080,225280,8192,122880,4235264,0,0,126976,0,3457024,1145901056,955076608,32879176,13455360,2145656832,2700051,55391,2644660,0,0,1258487398.94,370150.05,9850.18,90.37,62.96,307174.2,4.07,21572.19,4.07,21572.19,307697.15,307245.68,0,307697.15,0,307245.68,34356.76,216.66,23939.55,232.96,1582184201.71,27307.63,28070.58,1824502.57,0.89,0.11,0
3203072,2103443456,39485440,4440064,2883584,5080,647168,8192,126976,7245824,0,0,65536,0,3395584,494157824,1608990720,31866728,14241792,2147258368,2659973,36418,2623555,0,0,1212811733.05,352629.14,9420.02,86.09,40.23,296056.01,5.26,14552.4,5.26,14548.27,296587.22,296067.29,0,296587.22,0,296067.29,31928.14,155.64,23360.01,284.97,1495025063.04,25650.26,26480.72,1713954.24,0.88,0.12,0
3203072,2098348032,40706048,4440064,3051520,5080,4653056,8192,122880,11485184,0,0,61440,0,3375104,678981632,1419116544,32905016,13897728,2147225600,2828930,61608,2767322,0,0,1283935927.72,401067.54,9996.71,97.92,61.15,313399.77,19.8,23248.72,19.8,23248.72,314180.27,313669.83,0,314180.27,0,313669.83,34409.12,199.37,27823.59,266.53,1581166507.48,27252,28038.52,1820852.41,0.89,0.11,0
3198976,2093821952,47976448,4440064,2936832,5080,2097152,8192,126976,6615040,0,0,118784,0,3440640,68317184,2025222144,40293104,14331904,2146951168,2763811,68098,2695714,0,0,1230735062.56,422373.31,9586.4,103.12,81.41,300411.28,27.86,27123.42,27.86,27123.42,301019.14,300599.79,0,301019.14,0,300599.79,34482.46,195.38,36158.77,231.93,1616100267.35,27759.13,28679.24,1854906.5,0.91,0.09,0
3190784,2095415296,47931392,4440064,2912256,5080,241664,8192,122880,2121728,0,0,1069056,643072,2695168,802258944,1292988416,40287008,14258176,2147160064,2899633,69658,2829975,0,0,1221088798.48,153972.59,9466.37,37.59,19.31,298076,2.41,19619.72,2.41,19619.72,298317.41,297803.2,0,298317.41,0,297803.2,33300.77,152.09,26510.94,241.41,1548149804.48,26536.81,27443.82,1773063,0.91,0.09,0
3186688,2100310016,40648704,4440064,3022848,5080,2101248,8192,122880,8544256,0,0,32768,184320,3158016,915795968,1184305152,32891384,13619200,2146906112,2819690,64564,2755126,0,0,1273656130.99,305054.81,9866.69,74.48,42.91,310908.65,14.54,16631.62,14.54,16631.62,311516.87,311092.71,0,311516.87,0,311092.71,34573.66,162.78,32176.23,214.92,1606028984.04,27771.14,28477.6,1855502.91,0.89,0.11,0
3170304,2100207616,39518208,4440064,2908160,5080,1724416,8192,126976,8888320,0,0,49152,1138688,2207744,624062464,1475874816,31870904,14471168,2145173504,2825457,84486,2740971,0,0,1186203996.03,189907.69,9171.26,46.36,18.76,289581.47,1.06,16915.49,1.06,16915.49,290208.63,289908.15,0,290208.63,0,289908.15,31304.67,133.78,43740.89,169.88,1481897319.27,25531.8,26293.45,1706028.79,0.88,0.12,0
3170304,2097487872,39530496,4440064,2912256,5080,4403200,8192,126976,16019456,0,0,106496,962560,2441216,1094795264,1002385408,31884840,15110144,2145456128,2722531,46341,2676190,0,0,1213841984.54,261779.94,9408.52,63.91,44.81,296302.96,9.18,14209.57,9.18,14209.57,297232.98,296808.74,0,297232.98,0,296808.74,31720.48,159.04,22844.18,199.45,1474016910.73,25337.09,26159.48,1693069.06,0.88,0.12,0
3162112,2103463936,39456768,4440064,2867200,5080,0,8192,126976,815104,0,0,36864,1785856,1540096,854523904,1248772096,31854176,15020032,2146381824,2936911,63130,2873780,0,0,1203351172.71,179911.48,9322.38,43.92,36.43,293750.13,6.13,17358.37,6.13,17358.37,294093.69,293790.65,0,294093.69,0,293790.65,30549.44,151.52,28990.66,145.39,1423320429.53,24497.85,25270.77,1636753.38,0.88,0.12,0
3145728,2092486656,47992832,4440064,2940928,5080,2801664,8192,126976,7368704,0,0,376832,1216512,2428928,946135040,1146068992,40302976,14405632,2147438592,2612076,58781,2553295,0,0,1279608366.68,451613.2,9930.03,110.26,55.13,312361.51,21.44,20460.35,21.44,20460.35,313139.05,312669.69,0,313139.05,0,312669.69,34813.69,173.81,21490.95,217.07,1617764748.04,27707.46,28833.39,1851496.66,0.91,0.09,0
3137536,2095181824,47935488,4440064,2904064,5080,0,8192,122880,819200,0,0,581632,0,3325952,685404160,1409609728,40294056,13361152,2146328576,2733481,65619,2667863,0,0,1296496779.02,349140.16,10056.41,85.24,54.14,316464.61,14.27,16511.18,14.27,16511.18,316952.27,316490.95,0,316952.27,0,316490.95,33980.12,170.48,27507.05,220.6,1579258910.52,27265.6,27999.1,1821688.9,0.91,0.09,0
3137536,2102362112,39620608,4440064,2936832,5080,1155072,8192,122880,5439488,0,0,65536,0,3305472,756527104,1345613824,31950584,13479936,2146848768,2811328,48393,2762936,0,0,1156858970.56,323445.72,8999.31,78.97,54.42,282393.23,15.3,20020.08,15.3,20020.08,283022.12,282496.39,0,283022.12,0,282496.39,31571.91,174.29,24038.11,230.5,1491953806.88,25523.88,26417.41,1705532.76,0.89,0.11,0
3137536,2099535872,39702528,4440064,2961408,5080,4530176,8192,122880,9748480,0,0,45056,0,3301376,1021530112,1077796864,31981856,13471744,2147373056,2644773,55949,2588825,0,0,1175676127.97,337619.9,9127.06,82.43,43.86,286990.98,4.16,12919.45,4.16,12919.45,287884.06,287381.19,0,287884.06,0,287381.19,31856.42,163.72,18679.86,292.27,1501374834.06,25914.13,26677.15,1731607.97,0.89,0.11,0
3133440,2101239808,39092224,4440064,2916352,5080,2859008,8192,126976,15167488,0,0,61440,32768,3289088,1046085632,1054932992,31430352,14311424,2147094528,2820137,70840,2749297,0,0,1202502488.35,679728.68,9430.75,165.95,57.09,291791.5,6.38,23303.48,6.38,23262.35,294217.62,293729.35,0,294217.62,0,293729.35,31917.95,170.91,28810.66,284.03,1504356215.32,25809.74,26685.94,1724778.26,0.88,0.12,0
3133440,2102960128,39628800,4440064,2936832,5080,1376256,8192,122880,5267456,0,0,45056,0,3297280,1100935168,1001758720,31951704,13459456,2147201024,2831406,110057,2721350,0,0,1176176189.5,274859.91,9149.87,67.1,27.9,287123.78,1.77,17307.3,1.77,17307.3,287702.29,287226.91,0,287702.29,0,287226.91,31675.78,166,32271.95,297.03,1496639997.94,25686.53,26623.17,1716425.34,0.89,0.11,0
3121152,2101436416,39636992,4440064,2940928,5080,2080768,8192,122880,3825664,0,0,45056,1507328,1777664,844820480,1256321024,31959104,13488128,2146705408,2656772,81521,2575252,0,0,1172472314.52,286760.02,9082.07,70.01,31.62,286206.34,11.29,18131.03,11.29,18131.03,286487.14,286275.6,0,286487.14,0,286275.6,31461.49,146.42,26356.42,107.27,1481903056.04,25340.53,26323.67,1693324.83,0.89,0.11,0
3117056,2102796288,39636992,4440064,2940928,5080,1003520,8192,122880,6971392,0,0,36864,0,3272704,624017408,1478459392,31949672,13484032,2147221504,2743954,60511,2683442,0,0,1161111569.65,243316.03,9023.47,59.4,52.84,283421.66,1.09,14014.08,1.09,14014.08,283832.75,283483.25,0,283832.75,0,283483.25,31921.82,170.19,27415.91,185.5,1509774625.23,25865.23,26744.25,1728343.11,0.89,0.11,0
3108864,2103758848,39620608,4440064,2928640,5080,319488,8192,122880,4218880,0,0,139264,339968,3026944,100921344,2002604032,31953264,13492224,2147311616,2929683,81038,2848645,0,0,1199788094.48,237677.59,9280.18,58.03,23.89,292893.12,2.05,11061.61,2.05,11061.61,293153.9,292830.32,0,293153.9,0,292830.32,31379.5,138.24,40190.36,137.9,1473491012.51,25370.32,26116.82,1695072.13,0.89,0.11,0
3104768,2094977024,47947776,4440064,2912256,5080,462848,8192,122880,3702784,0,0,294912,0,3280896,602554368,1492258816,40290256,12849152,2146873344,2801123,71261,2729861,0,0,1264080350.63,425520.76,9809.64,103.89,55.69,308557.67,10.35,17674.34,10.35,17674.34,309044.98,308563.39,0,309044.98,0,308563.39,33383.04,170.65,31326.36,255.97,1554270203.06,26765.69,27557.16,1788314.19,0.91,0.09,0
3104768,2103726080,39460864,4440064,2875392,5080,905216,8192,126976,2789376,0,0,110592,0,3342336,376123392,1727336448,31849392,15224832,2147483648,3229186,82749,3146437,0,0,1053182160.46,337402.68,8195.56,82.37,59.46,257055.18,26.01,18723.91,26.01,18723.91,257461.79,257114.02,0,257461.79,0,257114.02,27739.81,161.65,22262.27,188.59,1310491604.39,22226.03,23231.24,1485396.63,0.88,0.12,0
3088384,2103631872,39612416,4440064,2928640,5080,638976,8192,122880,2514944,0,0,49152,0,3256320,874557440,1228836864,31944160,13512704,2147385344,2693562,55930,2637632,0,0,1129831299.97,326942.54,8750.12,79.82,35.27,275802.82,4.46,13024.39,4.46,13024.39,276235.33,275792.43,0,276235.33,0,275792.43,31262.32,141.82,26878.16,232.03,1503710372.36,25717.99,26731.89,1718542.58,0.89,0.11,0
3084288,2103869440,39464960,4440064,2875392,5080,155648,8192,126976,3174400,0,0,110592,151552,3170304,916840448,1186795520,31857384,15237120,2146873344,2703833,47379,2656455,0,0,1203330365.45,237837.17,9335.27,58.07,35.87,293744.47,10.36,17833.94,10.36,17833.57,294118.39,293748.91,0,294118.39,0,293748.91,32232.76,150.16,27110.77,243.36,1511832019.95,25945.02,26822.29,1733606.7,0.88,0.12,0
3080192,2101088256,39653376,4440064,2957312,5080,3092480,8192,122880,9854976,0,0,53248,0,3252224,420999168,1679777792,31957712,13520896,2147131392,2773827,75195,2698633,0,0,1189610766.64,329295.23,9232.01,80.39,36.41,290384.37,10.82,16430.73,10.82,16430.73,290889.81,290482.79,0,290889.81,0,290482.79,31691.95,160.43,30382.57,222.8,1493282648.85,25466.98,26566.18,1701907.87,0.89,0.11,0
3080192,2101223424,39653376,4440064,2945024,5080,3039232,8192,122880,7757824,0,0,32768,0,3231744,607862784,1493094400,31961424,13520896,2146471936,3007274,63205,2944069,0,0,1174570468.8,256061.8,9085.97,62.52,20.62,286750.73,1,11845.28,1,11845.28,287369.56,286998.13,0,287369.56,0,286998.13,31266.52,135.67,24185.03,200.85,1468528705.4,25381.13,26026.23,1695871.74,0.89,0.11,0
3072000,2103058432,39620608,4440064,2936832,5080,1101824,8192,122880,5144576,0,0,32768,1302528,1921024,173756416,1929084928,31949536,13520896,2147303424,2724727,75772,2648955,0,0,1214007674.16,323203.02,9404.98,78.91,34.87,296330.24,10.28,21009.81,10.28,21009.81,296551.54,296259.41,0,296551.54,0,296259.41,31560.59,152.31,31373.05,178.73,1470452724.99,25265.65,26114.91,1688163.99,0.89,0.11,0
