@relation 'refined_final_refactor-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,21'

@attribute anon numeric
@attribute file numeric
@attribute kernel numeric
@attribute kernel_stack numeric
@attribute pagetables numeric
@attribute percpu numeric
@attribute sock numeric
@attribute vmalloc numeric
@attribute shmem numeric
@attribute file_mapped numeric
@attribute file_dirty numeric
@attribute file_writeback numeric
@attribute swapcached numeric
@attribute inactive_anon numeric
@attribute active_anon numeric
@attribute inactive_file numeric
@attribute active_file numeric
@attribute slab numeric
@attribute memory.swap.current numeric
@attribute memory.current numeric
@attribute usage_usec_delta numeric
@attribute user_usec_delta numeric
@attribute system_usec_delta numeric
@attribute nr_throttled/sec numeric
@attribute throttled_usec/sec numeric
@attribute rbytes/sec numeric
@attribute wbytes/sec numeric
@attribute rios/sec numeric
@attribute wios/sec numeric
@attribute workingset_refault_anon/sec numeric
@attribute workingset_refault_file/sec numeric
@attribute workingset_activate_anon/sec numeric
@attribute workingset_activate_file/sec numeric
@attribute workingset_restore_anon/sec numeric
@attribute workingset_restore_file/sec numeric
@attribute pgscan/sec numeric
@attribute pgsteal/sec numeric
@attribute pgscan_kswapd/sec numeric
@attribute pgscan_direct/sec numeric
@attribute pgsteal_kswapd/sec numeric
@attribute pgsteal_direct/sec numeric
@attribute pgfault/sec numeric
@attribute pgmajfault/sec numeric
@attribute pgrefill/sec numeric
@attribute pgactivate/sec numeric
@attribute rx_bytes/sec numeric
@attribute tx_packets/sec numeric
@attribute rx_packets/sec numeric
@attribute tx_bytes/sec numeric
@attribute slab_reclaimable_ratio numeric
@attribute slab_unreclaimable_ratio numeric
@attribute status {0,1,2,3}

@data
24911872,1970495488,48594944,7094272,7376896,6040,102379520,8192,196608,689188864,0,0,442368,9478144,16072704,7876608,1962332160,33679904,14139392,2147045376,3706901,111758,3595143,0,0,739016807.84,1339218.93,6183.06,326.96,486.12,179936.83,4.59,8063.88,4.59,8063.88,191595.62,181476.66,0,191595.62,0,181476.66,18652.24,591.87,12770.78,8440.47,973485325.34,66146.09,75694.76,4557170.53,0.82,0.18,2
24891392,1869107200,49156096,7094272,6979584,6040,201363456,8192,196608,427683840,0,352256,3325952,692224,4276224,130719744,1737981952,34624768,13139968,2147098624,5664036,104077,5559959,0,0,916711371.18,164880.31,7581.52,40.25,14.48,223769.59,0.53,8598.64,0.53,8598.64,227951.41,224006.34,0,227951.41,0,224006.34,24881.9,451.44,15946.05,2839.85,1159975597.97,19971.27,20699.73,1334531.95,0.83,0.17,2
24850432,1946124288,48840704,7094272,7503872,6040,125898752,8192,196608,715251712,0,0,552960,7307264,18202624,866476032,1079373824,33803880,16596992,2146304000,3510395,71249,3439145,0.85,51031.58,622563949.64,963793.53,5129.05,235.3,191.43,151862.4,34.75,7049.06,34.75,7049.06,158772.16,152145.84,0,158772.16,0,152145.84,15877.7,377.45,8155.21,6489.01,825769039.67,48366.64,55127.7,3342270.6,0.82,0.18,2
24829952,1888329728,48087040,6701056,6819840,6040,180072448,8192,196608,290029568,0,454656,4255744,0,1728512,236449792,1651499008,34121000,16142336,2145968128,5131246,66603,5064642,0,0,977124960.29,281781.07,7926.92,68.79,14.42,236096.07,0.58,10614.97,0.58,10612.24,239655.83,238284.03,0,239655.83,0,238284.03,24517.05,350.01,21406.3,798.64,1214584790.13,20388.23,21600.21,1362251.2,0.83,0.17,2
24825856,1875247104,48963584,7094272,6787072,6040,195375104,8192,196608,381284352,0,393216,3244032,0,3063808,86102016,1788755968,34622424,13484032,2146516992,5886741,181832,5704910,0,0,908469035.75,160730.02,7432.81,39.24,14.95,221786.55,0.85,8696.83,0.85,8696.83,223914.05,222430.88,0,223914.05,0,222430.88,24247.03,403.11,19296.59,1151.74,1174083667.35,20113.68,21060.72,1343986.6,0.83,0.17,2
24825856,1914101760,47767552,7094272,6344704,6040,155127808,8192,196608,233676800,0,282624,2015232,2449408,7413760,95150080,1818644480,33877976,12021760,2144772096,5596970,129946,5467025,0,0,963414807.65,519595.42,7871.58,126.85,24.48,230300.86,1.43,11921.09,1.43,11903.4,238177.8,235254.97,10517.3,227660.5,10369.18,224885.79,24085.17,338.93,18895.76,1844.93,1229351050.66,20114.81,21995.65,1345654.17,0.82,0.18,2
24813568,1898758144,48623616,7094272,6594560,6040,171982848,8192,196608,239394816,0,413696,2039808,745472,1536000,1154281472,744189952,34477880,10444800,2147475456,5831624,130874,5700750,0,0,922663118.2,228272.6,7569.25,55.73,6,225265.55,0.34,7737.81,0.34,7724.95,225345.98,224161.91,0,225345.98,0,224161.91,23794.4,367.82,20589.46,754.68,1181925339.49,19990.49,20900.01,1335398.17,0.82,0.18,2
24805376,1874268160,49098752,7094272,6934528,6040,197480448,8192,196608,457482240,0,405504,3133440,4096,2146304,820776960,1053118464,34620192,13033472,2147479552,5758166,91883,5666282,0,0,915643009.94,137288.16,7536.95,33.52,29.18,223527.77,1.22,8155.03,1.22,8155.03,228052.99,224963.12,0,228052.99,0,224963.12,24132.34,427.74,21556.34,2461.55,1159813190.17,20019.22,20723.27,1338070.84,0.83,0.17,2
24780800,1847603200,49315840,7094272,7106560,6040,221278208,8192,196608,455667712,0,360448,3018752,2306048,2695168,924262400,922951680,34670216,13725696,2144530432,5469903,82887,5387016,0,0,930119999.57,175225.05,7664.3,42.78,45.52,227044.43,1.65,7128.28,1.65,7128.28,232525.51,229891.1,0,232525.51,0,229891.1,24232.97,460.34,16717.3,1806.8,1169881965.73,20163.61,20879.53,1348820.81,0.83,0.17,2
24776704,1914413056,48533504,7094272,6512640,6040,154288128,8192,196608,245280768,0,471040,3960832,0,1998848,827084800,1086980096,34482256,16248832,2147381248,5857578,108950,5748629,0,0,913203888.71,246141.32,7550.22,60.09,32.95,221827.18,0.51,11944.36,0.51,11944.36,222759.65,221064.41,0,222759.65,0,221064.41,24612.05,420.14,18385.24,1309.41,1179741046.56,19851.38,21024.39,1324773.99,0.83,0.17,2
24768512,1948684288,48447488,7094272,7331840,6040,124936192,8192,196608,655867904,0,0,602112,12050432,13500416,858001408,1090428928,33577896,11075584,2147422208,2762009,84193,2677815,0,0,586777523.17,1143376.43,4776.96,279.14,174.15,143039.72,14.12,6129.96,14.12,6129.96,134574.87,129234.19,34349.27,100225.6,34077.37,95156.82,14907.99,310.28,13574.18,6459.07,794905609.65,86578.65,95648.49,5867450.83,0.82,0.18,2
24743936,1390919680,41422848,7094272,6885376,6040,134062080,8192,196608,631001088,0,0,86016,49152,24977408,822972416,567529472,27002448,18255872,1591484416,6128896,163408,5965488,1.31,98394.56,697084332.32,1247734.01,5843.3,304.62,99.85,130112.5,5.38,3341.22,5.38,3299.29,170738.74,152793.1,105001.29,65737.45,94114.01,58679.08,16771.37,439.88,28301.51,8355.01,857826618.69,86848.92,97797.71,5889164.05,0.78,0.22,2
24743936,1874362368,49160192,7094272,6975488,6040,195907584,8192,196608,402710528,0,385024,3006464,0,2928640,589623296,1284251648,34647280,14254080,2146119680,5651147,121954,5529192,0,0,949844287.54,158733.09,7721.44,38.75,21.23,231875.41,0.35,8026.34,0.35,8026.34,234394.19,232777.88,0,234394.19,0,232777.88,24065.56,391.78,16060.81,1309.11,1163638377.84,20002.66,20850.81,1337074.76,0.83,0.17,2
24682496,1894551552,48967680,7094272,6877184,6040,173899776,8192,196608,384811008,0,413696,2793472,0,2293760,973295616,920866816,34551832,14798848,2144870400,5886201,126116,5760084,0,0,908150864.71,168399.28,7484.62,41.11,51.65,221668.27,0.68,9291.05,0.68,9291.05,223704.9,221507.39,0,223704.9,0,221507.39,24642.38,435.6,14598.72,1615.81,1167718578.42,20012.4,20847.57,1337106.56,0.83,0.17,2
24576000,1037832192,40366080,6750208,5902336,6040,98381824,8192,196608,358412288,0,0,303104,11104256,13946880,685469696,352149504,27259816,8683520,1201831936,7171748,145391,7026357,0.28,4547.29,715572698.87,245014.74,5869,59.82,94.54,143041.42,14.78,7627.71,14.78,7603.73,197099.65,192683.15,136523.62,60576.03,133471.92,59211.23,18107.72,345.66,16790.61,1643.81,908992481.05,58441.54,63758.24,3916885.26,0.79,0.21,2
24535040,1895243776,48537600,7110656,6631424,6040,173629440,8192,196608,271339520,0,430080,4255744,0,2928640,435564544,1459273728,34349768,16297984,2146639872,5534987,132583,5402404,0,0,943492690.41,281947.55,7704.08,68.83,20.96,229835.59,0.36,10897.95,0.36,10893.79,232101.54,230073.89,0,232101.54,0,230073.89,24433.3,371.27,14646.83,1422.23,1203638816.13,20061.11,21424.26,1340032.23,0.83,0.17,2
24530944,1876692992,57409536,7012352,6901760,6880,186380288,16384,192512,538759168,0,135168,7020544,7966720,9293824,71970816,1804451840,42986264,13402112,2146209792,5811587,130301,5681286,0,0,903901037.7,220602.05,7443.58,53.86,115.46,220557.83,3.79,10075.73,3.79,10075.73,228155.41,225898.19,0,228155.41,0,225898.19,24112.35,477.84,20625.35,1781.96,1202313027.75,21121.6,22409.2,1413685.97,0.86,0.14,2
24494080,1238310912,45404160,7094272,7503872,6040,236851200,8192,196608,714862592,0,0,671744,15937536,9404416,359149568,878886912,30353656,15568896,1545863168,3873606,82320,3791287,1.03,215843.33,711543548.83,1323880.64,6221.33,323.21,356.52,149626.99,21.43,4267.86,21.43,4251.85,195048.23,174379.63,128776.13,66272.1,114661.89,59717.74,17571.22,728.78,27536.87,7051.57,869304322.64,75964.88,87721.62,5234749.48,0.8,0.2,2
24477696,1884999680,49000448,7094272,6848512,6040,187158528,8192,196608,381292544,0,360448,2744320,2498560,1822720,1390096384,494559232,34611072,14274560,2147332096,5730571,155985,5574585,0,0,941613738.67,167969.3,7688.59,41.01,20.07,229863.48,0.87,9162.09,0.87,9162.09,232191,230291.19,0,232191,0,230291.19,24595.8,389.84,21384.26,1480.48,1179282997.45,20082.64,21021.47,1342961.98,0.83,0.17,2
24473600,1884385280,49041408,7094272,6881280,6040,187330560,8192,196608,384430080,0,372736,2736128,671744,3330048,342380544,1541480448,34617896,14557184,2147221504,5920435,188098,5732338,0,0,905663527.76,165350.01,7490.5,40.37,23.48,221103.52,0.84,9714.66,0.84,9714.66,223823.76,221048.45,0,223823.76,0,221048.45,24538.91,451.66,15576.56,2205.41,1178793172.12,20221.15,21144.56,1351642.74,0.83,0.17,2
24322048,1892540416,48787456,7094272,6639616,6040,178380800,8192,196608,335273984,0,348160,3375104,2117632,3411968,763265024,1128906752,34603560,13824000,2147196928,5989139,160725,5828413,0,0,896042295.23,188757.68,7368.67,46.08,12.19,218733.44,1,9796.4,1,9796.4,220079.71,218051.88,0,220079.71,0,218051.88,24707.39,421.26,19912.71,1587.71,1177034789.14,20028.42,21065.63,1338133.41,0.83,0.17,2
24268800,1873895424,48877568,7094272,6758400,6040,198275072,8192,196608,373350400,0,389120,3219456,0,2793472,429260800,1444237312,34580552,14008320,2147483648,5825070,165120,5659951,0,0,917440939.94,183526.72,7545.66,44.81,18.71,223965.03,1.37,10299.96,1.37,10299.96,227219.24,224771.03,0,227219.24,0,224771.03,24603.82,406.35,14727.89,1677.58,1165990995.82,19988.77,20791.34,1335722.15,0.83,0.17,2
24260608,1894633472,48910336,7094272,6746112,6040,177819648,8192,196608,348823552,0,380928,3006464,0,2777088,922619904,971542528,34626624,14356480,2147438592,5779818,128987,5650832,0,0,932999675.77,172916.17,7602.83,42.22,15.05,227761.32,0.52,12538.98,0.52,12538.98,229872.29,227357.16,0,229872.29,0,227357.16,24834.17,379.6,18724.98,1909.75,1174248349,20040.42,20968.65,1339161.2,0.83,0.17,2
24252416,1900474368,48812032,7094272,6713344,6040,170848256,8192,196608,334032896,0,413696,2809856,0,1425408,751980544,1148100608,34545048,14626816,2147323904,5940614,132659,5807955,0,0,903908246.52,206847.31,7415.23,50.5,25.92,220650.26,1.35,8021.9,1.35,8021.9,222876.29,220436.98,0,222876.29,0,220436.98,24582.81,401.47,17877.95,1591.92,1170535633.52,20034.29,20947.16,1338581,0.83,0.17,2
24215552,1911005184,48607232,7094272,6537216,6040,156012544,8192,196608,314388480,0,364544,2920448,724992,3760128,1046159360,864505856,34505096,14352384,2142908416,5716971,125006,5591965,0,0,900810760.1,168368.88,7463.39,41.11,18.54,219907.88,2.1,10096.08,2.1,10096.08,220115.69,218364.06,0,220115.69,0,218364.06,24365,435.2,20794.23,1113,1186410981.27,20138.11,21071.47,1343894.35,0.83,0.17,2
24158208,1950019584,55091200,7094272,7098368,6040,117047296,8192,196608,704122880,0,0,569344,17145856,7761920,1336762368,613052416,40455272,14401536,2146869248,1301371,35918,1265452,0,0,265540904.17,0,2239.95,0,155.99,64670.26,0,2667.96,0,2667.96,68112.78,65626.94,0,68112.78,0,65626.94,6800.52,195.18,2163.1,2303.72,378636702.37,36821.17,42805.63,2594115.74,0.85,0.15,2
24104960,1866539008,48836608,7094272,6729728,6040,201134080,8192,196608,288231424,0,450560,3473408,0,2056192,704802816,1161293824,34553896,15626240,2142654464,5981786,87081,5894705,0,0,932907302.27,311559.12,7529.69,76.06,42.3,227717.61,2.17,10041.48,2.17,10041.48,230533.32,228572.37,0,230533.32,0,228572.37,24118.88,340.53,19389.69,1327.03,1175782340.93,20183.27,21259.2,1349025.53,0.83,0.17,2
24096768,1918312448,48472064,7094272,6438912,6040,153387008,8192,196608,281866240,0,356352,3170304,1478656,3145728,775954432,1141944320,34488920,13668352,2147000320,5939579,78481,5861098,0,0,901299726.46,152404.07,7430.32,37.21,24.92,220002.97,1.35,8295.71,1.35,8295.71,219947.41,218191.56,0,219947.41,0,218191.56,24408.3,428.82,21639.08,1686.15,1160936773.46,19825.48,20731.6,1324090.82,0.83,0.17,2
24080384,1361940480,42360832,6832128,7294976,6040,103628800,8192,196608,597409792,0,0,327680,7979008,16592896,550404096,811298816,27781336,13824000,1532973056,1882818,28557,1854260,0,0,416553213.32,1250890.95,3463.43,305.39,83.39,78858.92,7.97,1825.99,7.97,1821.74,110255.48,93739.28,91034.82,19220.66,77124.29,16614.99,10319.11,261.84,21130.56,3814.5,606139736.29,39051.57,44116.85,2784308.95,0.79,0.21,2
24010752,1894416384,48873472,7094272,6758400,6040,176381952,8192,196608,354336768,0,401408,2850816,0,2060288,1067945984,826077184,34573736,14450688,2146951168,5920335,146992,5773343,0,0,909506846.49,200637.3,7440.12,48.98,34.96,222015.48,1.35,11164.06,1.35,11164.06,225079.49,222930.12,0,225079.49,0,222930.12,24440.34,416.87,24631.38,1708.69,1185760026.76,20385.16,21630.7,1362883.69,0.83,0.17,2
23977984,1882996736,48750592,7094272,6725632,6040,187609088,8192,196608,288415744,0,434176,2940928,0,1982464,736546816,1145966592,34468896,11984896,2147483648,5720353,95402,5624952,0,0,951603192.32,184022.21,7740.43,44.93,18.53,230808.48,0.87,9255.37,0.87,9252.05,236072.49,233405.18,0,236072.49,0,233405.18,23227.76,329.18,12686.28,1877.16,1173251217.89,20089.84,20814.27,1342797.2,0.83,0.17,2
23924736,1882406912,48918528,7094272,6787072,6040,189341696,8192,196608,389644288,0,385024,2707456,0,2953216,688107520,1194020864,34582368,14925824,2147438592,5887000,146431,5740569,0,0,911013158.48,169072.19,7485.82,41.28,19.02,222398.17,0.51,10265.84,0.51,10265.84,225444.37,223174.28,0,225444.37,0,223174.28,24422.12,404.45,21942.08,1646.85,1168427256.67,20040.26,20913.88,1339307.46,0.83,0.17,2
23896064,1915887616,48357376,7094272,6328320,6040,156532736,8192,196608,247513088,0,393216,2990080,0,2695168,889585664,1025847296,34493496,14422016,2147266560,5842985,169932,5673053,0,0,920472335.29,207499.42,7629.49,50.66,23.28,224671.29,0.34,9613.75,0.34,9613.75,225314.97,223379.66,0,225314.97,0,223379.66,25179.77,440.19,22674.03,1566.84,1194143627.27,20129.27,21163.67,1344057.02,0.83,0.17,2
23793664,1370652672,42831872,6717440,7217152,6040,88346624,8192,196608,636030976,0,0,765952,5169152,19570688,568070144,802230272,28441688,14352384,1526398976,2203176,40145,2163032,1.36,146646.02,681019473.71,1087593.55,5810.25,265.53,153.41,134189.46,6.81,1917.69,6.81,1909.97,179755.04,165310.44,118524.35,61230.7,108395.79,56914.65,16434.46,532.87,25434.65,6659.48,844380916.46,47135.14,52481.96,3305137.22,0.8,0.2,2
23703552,919552000,43122688,7094272,6443008,6040,123305984,8192,196608,531386368,0,0,286720,9965568,14200832,667250688,252067840,29144144,15020032,1109950464,5783824,96058,5687767,0.17,5104.24,715341711.64,1002785.7,6094.58,244.82,338.7,174137.73,60.17,5703.15,60.17,5702.11,221438.96,216149.04,84986.33,136452.63,83127.88,133021.16,19200.27,587.15,17007.78,3419.19,927113227.51,24549.16,27559.45,1649936.44,0.79,0.21,2
23703552,1907642368,48680960,7094272,6582272,6040,162721792,8192,196608,372072448,0,360448,3289088,1191936,2887680,622886912,1284374528,34556160,13373440,2145075200,5604708,106104,5498604,0,0,923407084.19,217051.81,7518.32,52.99,35.33,225409.42,0.89,11938.71,0.89,11938.71,227964.78,225900.62,0,227964.78,0,225900.62,24431.42,387.53,25478.94,1541.56,1172904076.36,20124.87,20996.63,1345138.59,0.83,0.17,2
23678976,1528209408,42860544,7094272,7618560,6040,128475136,8192,196608,546177024,0,0,339968,22167552,2048000,839319552,688590848,27693240,17973248,1723817984,4805463,107577,4697886,1.04,205570.83,722464784.77,1563234.18,6088.9,381.65,186.25,127668.03,26.22,5871.44,26.22,5866.45,143135.43,139341.62,81046.72,62088.71,79548.01,59793.61,17734.4,560.61,8784.17,2304.67,903685889.58,89580.55,100256.94,6040938.41,0.78,0.22,2
23666688,1447653376,46186496,7094272,7561216,6040,246308864,8192,196608,719126528,0,0,229376,2646016,21446656,472129536,975159296,31084752,17342464,1764868096,4932032,117514,4814518,1.01,155430.05,640445972.78,1053890.97,5446.64,257.3,203.77,141332.82,24.13,4000.38,24.13,3998.15,177590.09,158671.72,120404.94,57185.15,107376.03,51295.69,15921.63,556.97,28267.86,6158.31,806214810.85,88133.45,100287.87,6002104.2,0.81,0.19,2
23621632,1908051968,48283648,7094272,6455296,6040,161107968,8192,196608,283394048,0,409600,3203072,0,2691072,157110272,1750573056,34278976,12013568,2146566144,5844786,142143,5702643,0,0,922824394.94,363712.89,7554.94,88.8,10.95,223307.75,2.74,8845.32,2.74,8842.24,225849.5,224287.08,0,225849.5,0,224287.08,23849.98,364.43,16737.48,1091.57,1196056168.35,20191.16,21313.18,1348982.15,0.83,0.17,2
23592960,989110272,41095168,6668288,6152192,5880,192471040,8192,196608,376549376,0,184320,872448,5677056,7766016,523571200,465125376,27852176,7544832,1247981568,8064466,95789,7968678,1.61,203392.88,692005724.87,314394.53,5744.21,76.76,55.3,127555.75,2.48,3453.92,2.48,3416.84,176845.81,171015.79,116073.28,60772.53,113644.35,57371.44,16182.6,382.91,9806.97,3284.41,801747571.13,82036.8,84488.42,5439905.26,0.8,0.2,2
23592960,1948123136,47685632,7094272,7061504,6040,114053120,8192,192512,512344064,0,77824,770048,9281536,10534912,1119821824,827932672,33081968,20291584,2134351872,7910060,181821,7728238,1.01,116569.79,596161287.27,1515146.03,5029.17,369.91,388.49,145126.46,89.38,7122.2,89.38,7121.69,151654.98,144977.16,0,151654.98,0,144977.16,15078.52,486.34,10851.25,6152.8,790462872.09,61970.2,69441.32,4256940.28,0.82,0.18,2
23580672,1789628416,47517696,7110656,6479872,6560,173236224,16384,196608,389890048,0,0,598016,757760,23257088,650334208,1138970624,33444816,11706368,2035560448,5990920,132135,5858786,0,0,924566580.09,1075462.2,7710.17,262.56,67.94,225629.95,31.21,8127.63,31.21,8127.63,232287.53,228431.69,26841.95,205445.57,26639.15,201792.55,25322.49,521.12,18836.01,3199.51,1163100408.28,22238.65,23660.14,1481078.53,0.82,0.18,2
23552000,1946976256,48803840,7094272,7573504,6040,127111168,8192,196608,757796864,0,0,421888,11763712,12398592,1359622144,587001856,33684448,17186816,2147213312,6396241,199263,6196979,0.94,58749.66,632993224.61,2268852.6,5321.72,553.92,454.17,154079.25,63.47,5194.46,63.47,5194.46,161797.53,155535.42,6283.69,155513.84,6090.76,149444.65,16110.87,534.38,10644.06,5500.26,837607881.57,59582.81,66642.27,4093824.33,0.82,0.18,2
23498752,1889730560,48873472,7094272,6787072,6040,178618368,8192,196608,315674624,0,413696,3325952,0,3297280,349437952,1539928064,34545296,15597568,2145587200,5586792,132537,5454255,0,0,912963254.76,223613.12,7486.41,54.59,16.47,222851.15,0.36,8012.83,0.36,8012.83,224031.25,221876.35,0,224031.25,0,221876.35,24947.05,388.95,17387.44,1690.42,1182597438.39,20183.32,21136.82,1348716.58,0.83,0.17,2
23265280,1894027264,46428160,7094272,6549504,6040,181145600,8192,196608,428240896,0,94208,1257472,1605632,18436096,749445120,1144193024,32337392,13086720,2145804288,6303811,118762,6185049,0.79,321608.79,772942401.99,797262.48,6391.53,194.64,64.09,173658.28,26.65,7840.97,26.65,7820.98,190250.63,185349.15,22567.3,167683.33,22154.22,163194.93,19982.04,355.82,10767.14,3543.41,1004175277.46,38417.08,39998.82,2550492.71,0.81,0.19,2
23212032,1991950336,46841856,7094272,6324224,6040,84377600,8192,196608,349704192,0,114688,757760,5169152,12029952,944119808,1047502848,32973296,18595840,2147389440,7118259,161881,6956378,0.98,57368.52,666358355.32,1434526.05,5550.66,350.23,379.59,162278.16,88.22,7677.58,88.22,7677.16,165088.68,161140.81,0,165088.68,0,161140.81,17080.86,468.65,11762.15,3664.1,871167072.45,54054.23,60036.31,3702832.67,0.82,0.18,2
23121920,1914486784,54530048,7094272,6733824,6040,154480640,8192,196608,600502272,0,0,446464,2285568,21458944,143212544,1770979328,40259472,12701696,2147045376,5703746,88418,5615329,0,0,720409617.12,2199615.48,6006.05,537.02,201.1,175655.61,100.64,5513.22,100.64,5511.64,181335.56,174581.76,43998.63,137336.94,42243.64,132338.12,18384.58,434.98,12820.52,4785.28,937474454.86,42948.09,48248.29,2901875.01,0.85,0.15,2
23121920,1955119104,55087104,7094272,7102464,6040,113524736,8192,196608,698216448,0,0,585728,8429568,15458304,794537984,1160384512,40446656,15265792,2147422208,2458954,78869,2380085,0,0,713371971.98,1740707.63,6176.2,424.98,584.8,173577.46,127.29,6153.43,127.29,6139.6,183645.57,172811.28,0,183645.57,0,172811.28,17500.94,663.29,11537.02,9197.81,904607540.44,93558.89,110864.21,6403857.9,0.85,0.15,2
23072768,1524264960,47149056,7094272,7041024,6040,303493120,8192,196608,283385856,0,348160,4243456,466944,5087232,808099840,715702272,32542824,13975552,1900195840,5675205,90695,5584511,0.18,17372.59,884753119.58,1074664.97,7193.04,262.37,16.56,195352.59,1.76,8887.08,1.76,8841.8,234026.96,230587.27,40887.16,193139.81,40221.63,190365.63,22067.4,302.19,15179.89,2246.79,1083806101.1,32012.24,33590.15,2122813.71,0.81,0.19,2
22851584,1609003008,47411200,7094272,7155712,6040,241504256,8192,196608,244678656,0,352256,3059712,1511424,2682880,1147338752,461242368,32709424,14721024,1922965504,7029113,104004,6925109,1.42,297022.68,742658301.27,441701.25,6004.88,107.84,44.81,169558.24,4.69,6964.89,4.69,6938.57,185123.93,178456.94,46868.79,138255.14,45695.1,132761.84,17988.9,226.63,13117.59,4622.63,915347845.45,62395.5,63828.96,4130430.68,0.82,0.18,2
22642688,1958187008,54800384,7094272,6619136,6040,111198208,8192,196608,593338368,0,0,507904,18382848,4890624,1770594304,187322368,40642752,17932288,2147266560,229478,5816,223662,0,0,524606001.45,892460.28,4745.55,217.89,618.8,127437.05,61.01,52.29,61.01,4.36,131786.05,131380.79,0,131786.05,0,131380.79,13596.07,697.23,1433.69,509.85,652954697.18,115771.45,130984.23,7781887.59,0.85,0.15,2
22528000,2015051776,48455680,7094272,7241728,6040,60358656,8192,196608,620007424,0,0,331776,11677696,11362304,1272938496,741781504,33670016,14852096,2146873344,2554436,70186,2484251,0,0,755342489.69,4124163.61,6682.49,1006.88,636.93,183780.69,153.85,5647.04,153.85,5647.04,189458.65,178465.62,0,189458.65,0,178465.62,19943.74,752.03,15082,11285.47,1035837452.96,83427.42,94188.31,5723293.91,0.82,0.18,2
22433792,1494044672,45436928,7094272,7524352,6040,177471488,8192,196608,715153408,0,0,1572864,14622720,9580544,715010048,778637312,30373480,18354176,1741193216,4126856,86190,4040667,0.73,88769.03,708819320.08,2542844.24,6084.05,620.81,262.67,151376.01,49.43,5004.78,49.43,4999.69,188472.53,167502.57,128477.47,59995.07,114036.69,53465.88,16715.87,660.07,30612.41,7825.57,850149663.08,76997.6,88153.55,5271720.17,0.8,0.2,2
22347776,719994880,35348480,7094272,6692864,6040,173772800,8192,196608,576708608,0,0,479232,9084928,13807616,371552256,348246016,21131296,5218304,951812096,3611123,41676,3569447,0,0,438297905.67,7939.91,3752.02,1.94,32.95,79274.51,1.11,1494.55,1.11,1478.76,205471.26,192661.4,169936.61,35534.65,157159.7,35501.7,10891.35,252.83,25523.09,821.63,499563760.64,22588.26,24075.34,1499847.55,0.72,0.28,2
22335488,1951387648,55529472,7094272,7249920,6040,116436992,8192,196608,632799232,0,0,385024,14381056,8503296,1263071232,687972352,40732128,18534400,2146365440,6225579,142703,6082877,0,0,698389567.3,1438236.67,5879.29,351.13,406.87,170085.06,58.95,6488.39,58.95,6484.86,175078.98,170946.83,0,175078.98,0,170946.83,18388.17,535.85,10330.61,3484.17,928776456.62,53745.04,59678.95,3679150,0.85,0.15,2
22167552,1961455616,54730752,7094272,6488064,6040,108027904,8192,196608,496599040,0,0,774144,19095552,3964928,1894821888,66383872,40708152,18415616,2147086336,4191133,115896,4075237,0,0,708441849.97,1336948.27,5859.04,326.4,293.72,172643.29,57.03,12926.81,57.03,12924.67,175583.07,172370.81,0,175583.07,0,172370.81,17434.67,386.05,15838.92,2512.21,885234152.2,52084.72,59074.72,3555452.43,0.85,0.15,2
22065152,927227904,39444480,7094272,7430144,6040,209399808,8192,196608,744263680,0,0,290816,20434944,2117632,423297024,503734272,24472568,16121856,1198428160,5944655,103062,5841594,0.34,13750.34,692647958.88,1312587.53,5792.43,320.46,219.36,127014.6,8.58,5218.64,8.58,5213.42,226809.8,212814.37,160606.12,66203.67,149134.14,63680.23,17050.78,466.81,26920.49,2888.31,816475681.43,72879.42,80974.59,4917015.71,0.75,0.25,2
21929984,1938423808,47644672,7094272,6660096,6040,137990144,8192,196608,310968320,0,0,159744,565248,21581824,999251968,938946560,33444016,17756160,2146168832,3002266,39906,2962359,0,0,806315251.21,1892288.03,6612.67,461.98,37.31,196810.34,8.66,9233.36,8.66,9233.36,194349.2,193139.78,0,194349.2,0,193139.78,21604.35,400.7,10392.48,1233.4,996763398.05,16675.07,17651.67,1112104.32,0.82,0.18,2
21864448,1931431936,47779840,7094272,7405568,6040,143458304,8192,196608,697335808,0,0,409600,7401472,15065088,876335104,1054650368,32828664,21331968,2145996800,5822795,171017,5651778,0.17,94.11,693092501.45,3176745.19,5900.77,775.57,329.22,168497.09,134.47,5823.49,134.47,5817.31,174875.3,162746.76,26868.71,148006.58,25145.66,137601.1,17335.83,553,15434.86,11773.9,941868717.34,96487.34,108881.22,6623935.24,0.82,0.18,2
21569536,1988833280,48562176,7094272,7417856,6040,87248896,8192,196608,719388672,0,0,720896,10833920,11640832,1163980800,824463360,33606688,16666624,2147397632,2480346,72459,2407886,0,0,777028314.6,3066617.32,6545.05,748.69,553.55,189135.71,31.45,6152.37,31.45,6152.37,200623.22,192409.45,0,200623.22,0,192409.45,19848.44,662.41,14622.56,7367.92,1023237423.33,76165.58,87025.36,5239371.44,0.82,0.18,2
